"tripduration","start_time","end_time","start station id","start station name","start station latitude","start station longitude","end station id","end station name","end station latitude","end station longitude","bikeid","usertype","birth year","gender","bike type"
982,"2018-11-02 13:25:07.8940","2018-11-02 13:41:30.4290",148,"Chicago Ave & S Washington Ave",44.977424322594445,-93.25676500797272,102,"West 15th Street & Willow",44.968237,-93.281991,54,"Customer",1996,2,"Classic"
434,"2018-11-02 06:10:59.6690","2018-11-02 06:18:14.1900",69,"N Washington Ave & 9th Ave N",44.98990925106774,-93.27978774905205,96,"Marshall Street NE & 8th Ave NE",44.995348,-93.266854,57,"Subscriber",1963,1,"Classic"
282,"2018-11-01 06:14:24.6880","2018-11-01 06:19:06.7880",111,"Elliot Ave S & E 24th Street",44.959373838446446,-93.26101630926132,10,"Midtown Exchange",44.94859,-93.2602,60,"Customer",1964,1,"Classic"
938,"2018-11-02 10:58:52.7850","2018-11-02 11:14:31.0390",10,"Midtown Exchange",44.94859,-93.2602,21,"Social Sciences",44.97063897849033,-93.24355244636536,60,"Customer",1976,1,"Classic"
371,"2018-11-02 12:11:34.6540","2018-11-02 12:17:46.2290",21,"Social Sciences",44.97063897849033,-93.24355244636536,120,"Washington Ave SE & Union Street SE",44.97394,-93.2321,60,"Customer",1990,1,"Classic"
375,"2018-11-02 22:24:59.1100","2018-11-02 22:31:14.6250",120,"Washington Ave SE & Union Street SE",44.97394,-93.2321,211,"15th Ave SE & SE 4th Street",44.97995059557327,-93.23478698730469,60,"Customer",1969,0,"Classic"
1005,"2018-11-02 22:41:44.5390","2018-11-02 22:58:29.9170",211,"15th Ave SE & SE 4th Street",44.97995059557327,-93.23478698730469,112,"Como Ave SE & 29th Ave SE",44.987934,-93.212892,60,"Customer",1969,0,"Classic"
1051,"2018-11-02 07:40:12.7310","2018-11-02 07:57:43.7930",15,"Lyndale Ave S & W 29th Street",44.94950363655845,-93.28822329640388,191,"Park Ave & 4th Street S",44.97590736693741,-93.260061442852,64,"Customer",1988,1,"Classic"
792,"2018-11-04 14:49:04.8310","2018-11-04 15:02:17.3560",191,"Park Ave & 4th Street S",44.97590736693741,-93.260061442852,149,"N 4th Ave & W River Parkway",44.988461,-93.269087,64,"Customer",1969,0,"Classic"
810,"2018-11-02 22:37:48.3040","2018-11-02 22:51:18.8380",224,"S 6th Street & Hennepin Ave",44.978459,-93.273011,42,"E Franklin Ave & Bloomington Ave S",44.96285416262351,-93.25219452381134,65,"Customer",1950,1,"Classic"
